Source,Target,Weight
28,188,6
391,827,4
348,120,2
28,1,6
2,28,6
28,157,4
68,28,4
28,344,5
932,157,9
28,319,6
391,319,7
1229,124,4
1478,124,2
1073,124,4
465,124,4
1229,1478,2
1478,1012,6
1073,1012,2
465,1012,5
1478,1073,3
1478,465,4
465,1073,4
465,26,8
1073,723,6
1073,251,6
1073,733,6
1073,287,6
932,2751,2
68,215,3
1775,391,4
1775,4,2
734,128,2
1084,166,3
430,284,2
1516,166,11
465,734,2
465,1096,4
465,245,4
76,63,6
522,1096,2
1775,209,7
932,900,4
579,209,3
837,391,2
1048,391,2
56,424,2
109,496,4
101,496,4
107,123,2
107,496,4
104,123,2
104,496,2
106,496,4
172,7,2
156,494,6
391,156,4
2,837,6
1478,932,5
29,914,1
29,344,1
29,319,1
361,194,2
465,68,9
1266,68,4
465,827,6
1266,733,2
28,1775,2
1775,133,1
28,133,1
113,13,2
1012,522,4
733,522,4
543,522,2
733,543,2
1012,188,2
245,543,7
284,494,2
95,113,2
1073,222,2
1073,1516,2
595,1516,4
1516,222,7
56,391,4
56,133,2
55,391,3
391,233,6
55,284,2
55,966,4
126,1029,6
26,328,5
2150,391,2
1516,27,2
1073,133,4
1516,522,2
166,438,2
2110,424,2
113,424,2
336,424,1
1441,328,2
1441,159,1
642,159,3
1477,159,1
14,579,4
209,126,4
172,28,4
408,123,2
101,95,6
109,95,4
28,7,1
1229,438,4
1229,328,3
440,1199,4
99,424,2
106,544,4
172,166,4
46,916,8
215,438,1
916,438,3
2059,226,2
1775,328,3
916,319,3
916,328,1
104,27,4
7,494,4
251,258,4
251,194,7
172,734,4
837,544,3
245,837,2
1073,2059,2
1073,734,2
723,2059,2
1073,837,1
837,2059,2
723,837,2
14,209,9
1012,422,5
1012,908,6
209,287,1
209,908,1
733,242,10
7,242,2
733,7,2
113,1096,2
552,908,1
552,874,2
837,908,2
552,166,1
215,552,1
1073,233,4
1073,166,2
1073,81,2
245,408,1
707,496,6
707,408,4
707,133,2
1229,126,8
1229,733,8
966,287,5
188,908,6
1012,827,8
1441,2059,2
95,26,2
95,25,6
1229,1029,7
1229,81,9
99,99,4
3116,1455,2
251,1455,3
1455,157,2
2059,1455,2
3116,137,5
3116,932,2
3116,916,2
916,127,2
391,166,2
1012,172,8
836,916,2
552,916,2
552,133,1
100,258,2
707,126,8
3116,159,2
3116,440,2
3116,76,2
76,440,7
595,966,4
595,209,2
595,258,2
966,734,1
209,734,1
1441,902,2
106,932,1
99,932,1
1441,932,5
107,932,1
3116,28,2
28,874,2
215,874,6
107,344,6
3116,344,9
245,707,4
3116,156,4
3116,424,2
465,2059,2
7,156,4
156,81,6
836,2059,4
1516,2059,2
1516,424,4
1516,932,2
707,932,2
1012,63,3
1012,966,2
1266,914,2
1266,932,1
100,209,4
171,408,2
1266,126,5
465,126,2
1229,128,3
1084,914,2
837,188,1
284,156,2
642,133,3
642,408,2
27,156,6
28,156,2
902,1029,1
837,874,1
251,1047,2
836,440,12
1073,933,2
251,522,11
1478,172,4
1478,81,6
1478,1478,2
465,361,6
465,127,6
1266,916,2
1073,916,2
1266,319,2
1266,41,2
1266,874,13
1266,1073,2
1073,874,16
408,422,2
430,2751,3
707,902,4
14,233,4
14,2751,4
233,2751,4
56,723,4
1775,178,3
1174,113,1
1516,368,3
1199,209,3
642,932,10
642,1048,6
1266,371,5
1266,579,4
1266,284,2
1012,1012,2
465,595,2
137,76,2
55,128,4
55,245,2
1073,245,3
7,543,12
14,28,4
1516,81,5
1199,733,3
966,733,8
99,344,4
109,344,4
101,344,4
106,344,2
1441,595,2
916,1455,6
29,1455,6
1012,408,2
1441,123,6
1441,68,6
1441,1441,4
55,7,2
55,552,1
1073,440,2
440,319,2
245,188,5
1174,496,1
933,226,2
707,933,2
387,933,2
2110,233,3
245,933,1
1084,247,2
1084,123,4
29,247,1
29,123,1
245,966,4
348,371,4
68,31,2
28,126,2
31,126,2
348,391,4
245,391,6
1199,27,2
1199,933,1
1048,496,2
465,424,7
1229,95,1
46,1048,1
1048,422,1
1048,123,1
837,178,2
595,284,2
1477,1048,2
1404,1404,2
156,422,6
133,494,1
1266,361,2
1266,1404,2
95,733,2
595,733,2
1478,226,4
1084,579,6
242,156,8
1744,154,5
1744,733,2
1496,134,2
1496,827,4
95,361,5
1516,361,5
733,361,4
1516,1404,3
966,900,2
1478,287,2
1478,1404,1
1404,287,28
552,544,3
41,552,3
552,178,1
2110,966,4
1403,156,1
1404,128,1
494,827,2
916,494,2
2059,733,5
137,344,5
137,245,2
2150,296,2
41,1047,2
124,95,6
1229,932,1
465,95,1
966,496,2
966,908,2
465,544,4
494,900,1
3116,368,2
3116,296,2
837,1744,3
1048,1744,2
465,287,2
287,544,5
543,344,4
56,123,4
595,188,2
56,156,4
3116,258,2
3116,966,2
3116,733,2
3116,284,1
3116,14,2
3116,900,2
3116,166,2
734,371,2
188,1096,1
1229,287,8
28,63,2
1516,438,5
2110,128,5
2110,2110,2
2110,123,6
2110,4,10
1477,1073,2
391,422,2
251,1199,3
1199,134,2
58,552,1
1199,552,1
1266,543,3
933,1496,1
55,422,6
1229,344,2
67,552,2
368,552,2
932,579,4
552,579,2
836,56,3
836,348,3
348,13,2
1012,1029,2
916,391,2
56,233,4
56,95,2
76,133,3
55,133,2
55,440,3
137,242,2
124,242,2
124,543,2
56,7,2
56,543,6
171,902,2
166,371,4
284,707,2
1404,1048,2
387,1048,4
642,916,4
916,287,2
1229,422,3
1229,361,4
1229,371,4
14,2150,1
1048,154,2
348,908,3
209,900,2
284,734,2
642,837,2
430,837,2
837,126,2
7,194,8
1047,544,2
1404,544,2
1047,1029,2
1404,1029,2
1047,1404,3
284,932,1
932,544,5
1048,361,2
245,258,4
1048,494,7
2059,13,3
2059,2059,1
166,734,4
172,128,3
1048,126,2
2059,1048,3
2059,494,2
2059,126,2
95,496,2
95,188,2
137,361,1
104,172,2
126,496,3
1174,7,2
55,371,2
55,81,5
2,1496,2
2,916,2
328,123,2
642,31,2
171,916,2
1478,31,3
31,932,2
31,916,2
1478,916,2
1478,13,4
916,13,3
543,222,2
55,242,2
1084,178,3
101,391,4
1441,391,2
101,932,1
29,424,3
29,166,1
1403,544,2
1403,552,2
932,1403,3
1012,438,4
916,194,4
916,733,2
55,247,13
1047,2059,1
1266,171,2
1266,209,4
1266,13,2
124,209,1
440,209,2
348,914,2
55,172,4
1084,194,4
284,2059,2
251,1048,1
284,1048,1
1084,391,2
124,579,2
2110,226,2
68,1775,2
348,126,2
723,126,2
124,387,4
124,2110,2
124,247,2
124,874,2
124,233,2
908,233,4
408,914,1
408,233,3
408,178,3
1084,128,4
124,544,10
133,319,2
124,440,2
124,496,2
1174,1516,1
1174,172,3
1174,1012,2
1174,344,4
1455,371,2
1455,226,2
99,522,2
1229,387,2
1029,422,6
172,966,4
595,368,2
1455,361,2
1455,494,2
494,123,2
258,123,2
966,371,4
916,371,2
284,916,2
1403,344,2
172,522,2
166,902,2
1174,966,2
1477,543,2
76,7,2
209,422,2
29,134,2
124,1174,4
1477,522,2
133,154,2
133,371,4
124,391,2
1174,391,2
1073,391,2
1174,133,2
1073,1174,3
1266,26,4
284,1744,1
642,188,2
55,544,12
55,55,2
1477,900,4
465,914,4
1744,914,4
1229,544,2
368,328,2
56,247,5
29,178,2
215,900,1
1744,287,2
251,1744,2
258,287,2
1744,1,1
933,1744,2
933,914,1
1084,157,1
99,391,2
106,391,2
58,391,2
107,391,2
55,465,2
1084,1744,3
1744,579,2
28,287,4
723,28,2
1477,3116,2
1478,3116,3
159,916,1
137,209,2
1229,56,2
172,1199,1
1199,233,1
1084,902,2
1174,1404,2
1012,245,3
106,56,3
106,156,2
56,245,2
1496,391,2
723,522,6
1012,1403,2
1012,1496,2
172,1496,4
284,908,2
1403,178,3
734,126,2
124,7,2
440,494,2
1477,440,2
1477,387,2
215,133,2
215,408,2
100,543,2
106,543,2
171,2110,2
391,902,2
126,226,2
465,27,4
76,328,2
1229,188,2
1073,368,2
1073,154,2
1478,284,2
1478,27,2
465,707,3
133,7,2
440,133,2
707,438,2
124,1029,2
707,1029,2
56,522,2
101,194,2
100,28,2
387,2059,2
101,245,2
104,245,2
109,245,2
68,258,8
1403,13,2
215,13,1
837,222,2
837,226,2
595,1404,3
1404,1775,2
124,371,2
124,58,2
1266,58,2
209,226,2
1199,194,1
1477,215,2
1477,1404,1
1404,2059,1
465,284,5
67,1496,2
245,1496,2
245,194,2
133,734,4
723,133,2
1403,371,2
76,194,2
124,1404,1
215,63,1
1403,123,3
